NumThreads,BenchType,NumOpsIn5Secs
1,r,8837283
1,r,8792182
1,r,8889177
2,r,5387702
2,r,5284851
2,r,5248586
4,r,5471140
4,r,5376889
4,r,5769860
8,r,5640758
8,r,5974005
8,r,5982046
16,r,6566763
16,r,6225459
16,r,6684103
